NCT ID,ICD-10 Codes
NCT00086138,"['G30.9', 'P91.4']"
NCT00086190,"['A18.17', 'P91.4']"
NCT00086307,"['P91.4', 'T50.7']"
NCT00086385,"['F17.220', 'Y36.810']"
NCT00086411,['Y36.810']
NCT00086450,"['A07.0', 'A50.54', 'E08.00', 'I21.01']"
NCT00086502,['E08.00']
NCT00086515,['E08.00']
NCT00086619,"['C75.0', 'K00.4', 'K03.3', 'M80.00', 'N95.0']"
NCT00087126,"['A04.71', 'C22.0', 'G54.2']"
NCT00087438,"['A06.5', 'C44.02', 'D70.1']"
NCT00087516,['E08.00']
NCT00087672,"['D47.1', 'D75.81']"
NCT00087698,['C96.0']
NCT00088153,"['A52.77', 'E22.2', 'F50.02', 'N91.0']"
NCT00088205,['C83.19']
NCT00088374,"['A18.11', 'A18.17', 'A98.5', 'D61.810']"
NCT00088413,"['B08.010', 'C43.52', 'D70.1', 'E28.0', 'Z29.11']"
NCT00088452,"['E71.520', 'F44.5', 'G40.001']"
NCT00088595,['E34.0']
NCT00089011,"['A04.71', 'A06.3', 'A06.7', 'A18.2', 'A19.1', 'A68.0', 'A87.2', 'C81.00', 'C81.49', 'C82.00', 'C83.50', 'C84.00', 'C84.60', 'C86.1', 'C86.5', 'C88.0', 'C90.00', 'C90.10', 'C91.30', 'C94.40', 'C94.6', 'D46.0', 'D47.3', 'E29.0', 'E71.520', 'H11.411', 'H16.041', 'H44.601', 'L89.40', 'M31.30']"
NCT00089024,"['C25.0', 'C25.3']"
NCT00089284,['C81.00']
NCT00089297,['D70.1']
NCT00089414,"['F32.81', 'F55.3', 'G43.821', 'P91.4']"
NCT00089609,"['A18.14', 'B38.81', 'E34.1', 'Q95.8']"
NCT00089648,['C22.0']
NCT00089661,"['A69.29', 'C43.52', 'E83.81', 'M85.80']"
NCT00089843,"['A69.22', 'F50.02']"
NCT00089973,"['C43.52', 'C96.0']"
NCT00089999,"['C43.52', 'C96.0', 'G47.22']"
NCT00090142,['J45.990']
NCT00090233,['A02.0']
NCT00090402,"['D51.3', 'E78.2', 'F01.50', 'F43.0', 'G30.9', 'H01.9', 'T61.01']"
NCT00090493,"['C90.00', 'C90.02', 'T86.00', 'Z29.11']"
NCT00090545,"['A18.14', 'D46.0']"
NCT00090857,"['C22.0', 'C43.52']"
NCT00090987,"['A04.71', 'C46.0', 'C75.0']"
NCT00091026,"['C25.0', 'C25.3']"
NCT00091169,"['A00.9', 'D50.0', 'F45.41', 'G93.3', 'P91.4']"
NCT00091260,"['C90.02', 'E85.0']"
NCT00091273,"['E28.0', 'H18.52', 'K65.1']"
NCT00091390,['A18.14']
NCT00091507,"['A07.0', 'A50.54', 'H18.621', 'I21.01', 'I50.1']"
NCT00091793,"['M80.00', 'N95.0']"
NCT00091819,"['A05.0', 'A49.01']"
NCT00092118,['A50.05']
NCT00092131,['J45.990']
NCT00092417,['Z76.2']
NCT00092495,"['A18.15', 'G54.2']"
NCT00092521,"['A18.15', 'G54.2']"
NCT00092534,"['A18.15', 'G54.2']"
NCT00092547,"['B08.21', 'B97.7']"
NCT00093041,"['C22.0', 'C96.0', 'D70.1']"
NCT00093496,"['H18.52', 'K65.1']"
NCT00093782,"['A04.71', 'A21.2', 'A21.3']"
NCT00093847,"['D68.311', 'J10.01', 'P91.4']"
NCT00094055,['C96.0']
NCT00094094,"['C22.0', 'C96.0']"
NCT00094172,['C81.10']
NCT00094302,"['A07.0', 'A50.54', 'I50.1', 'I50.30']"
NCT00094328,['E30.1']
NCT00094497,['C22.0']
NCT00094757,['E08.00']
NCT00094770,['E08.00']
NCT00094809,"['D61.810', 'D70.1', 'G47.22', 'K50.011']"
NCT00094861,"['D61.810', 'D70.1', 'F40.232', 'R13.19', 'Z00.6']"
NCT00094887,"['A18.17', 'D46.0', 'D50.0', 'D57.00', 'N52.02', 'T65.5']"
NCT00094900,"['A18.17', 'A39.1', 'A81.83', 'E08.37', 'H01.9', 'M04.1']"
NCT00095056,"['E08.00', 'E27.1']"
NCT00095121,"['A51.45', 'Z68.51']"
NCT00095303,"['F19.10', 'K12.31']"
NCT00095498,"['A01.04', 'A52.77', 'M05.10']"
NCT00095784,['C94.40']
NCT00096122,"['A51.31', 'C90.10', 'C91.50', 'C92.00', 'C92.50', 'C93.12', 'C94.00', 'C94.20', 'C94.6', 'D46.0', 'H11.411', 'K20.0', 'R85.616']"
NCT00096161,"['A18.17', 'A87.2', 'C81.00', 'C83.50', 'C88.0', 'C90.00', 'C90.10', 'D47.1']"
NCT00096200,"['A04.71', 'K65.1']"
NCT00096356,"['C43.52', 'G93.3']"
NCT00096382,"['A04.71', 'C43.0']"
NCT00096785,"['A06.1', 'A51.45']"
NCT00097253,"['F06.4', 'F43.0', 'P91.4', 'R43.0']"
NCT00097448,"['F80.4', 'G44.051', 'H90.0', 'H93.011']"
NCT00097500,['E08.00']
NCT00097695,"['A18.4', 'D50.0', 'D56.4', 'Z86.73']"
NCT00097721,"['C00.0', 'C43.52', 'C96.0']"
NCT00097773,"['A07.0', 'E84.0', 'G47.33']"
NCT00098020,"['A06.1', 'E84.0', 'M99.00', 'N04.9', 'R80.9']"
NCT00098059,"['A01.00', 'B00.82', 'L50.2']"
NCT00098254,"['A08.11', 'C22.0', 'D70.1']"
NCT00098306,['A02.0']
NCT00098345,['A18.81']
NCT00098722,['A02.0']
NCT00098748,['A02.0']
NCT00099359,"['A02.0', 'E08.37', 'O98.311', 'P25.0']"
NCT00099632,"['A02.0', 'E08.37']"
NCT00100165,['F20.5']
NCT00100230,"['A07.0', 'C69.20', 'E63.0', 'Z00.6']"
NCT00100802,"['C00.0', 'C84.60']"
NCT00100841,"['A04.71', 'A54.6', 'C18.0', 'D70.1', 'K50.011']"
NCT00100932,['C22.0']
NCT00101036,"['A02.20', 'A04.71', 'C24.0', 'G47.22', 'P59.20']"
NCT00101166,"['A04.71', 'C43.0']"
NCT00101192,"['A04.71', 'C22.0', 'G54.2']"
NCT00101361,"['A18.4', 'E28.1', 'G91.2', 'L76.01', 'Z00.6']"
NCT00101400,"['C43.52', 'C96.0', 'D70.1']"
NCT00101413,"['C22.0', 'D70.1']"
NCT00101647,['C90.10']
NCT00101660,"['C90.10', 'E70.321', 'Q92.0']"
NCT00101686,['C96.0']
NCT00101816,"['C90.10', 'D57.00']"
NCT00101933,"['A06.6', 'G40.001']"
NCT00102063,['F20.5']
NCT00102440,"['K12.31', 'T50.4']"
NCT00102596,"['F10.10', 'F98.4', 'G25.0']"
NCT00103116,['D70.1']
NCT00103142,"['A04.71', 'A06.4', 'A06.5', 'A54.6', 'C18.0', 'D70.1', 'K50.011']"
NCT00103311,"['A04.71', 'D70.1', 'K50.011']"
NCT00103610,"['C71.7', 'C81.00']"
NCT00103740,['A18.17']
NCT00103844,"['C90.10', 'E70.321', 'Q92.0']"
NCT00103857,['E08.00']
NCT00104299,"['A69.29', 'E70.321', 'H35.061', 'M31.31', 'M31.7']"
NCT00104520,"['A21.2', 'A41.52', 'E84.0']"
NCT00104572,"['E08.00', 'E28.0', 'M62.84', 'M80.00', 'M85.80', 'P91.4', 'R68.13', 'R73.02']"
NCT00104871,"['A04.71', 'A18.81', 'C22.0', 'C82.00', 'E08.37', 'E34.4', 'H10.411']"
NCT00105001,"['A04.71', 'A81.81', 'A87.2', 'C81.00', 'C82.00', 'C83.50', 'C84.60', 'C88.0', 'C90.00', 'C90.10', 'C92.40', 'C94.6', 'D46.0', 'D47.1', 'E71.520', 'H16.041', 'L89.40']"
NCT00105066,"['D50.0', 'E08.65', 'E66.01', 'E78.00', 'E78.70', 'E88.81', 'G91.2', 'G93.2']"
NCT00105079,['A02.0']
NCT00105157,['A02.0']
NCT00105469,"['A02.29', 'A36.86']"
NCT00105482,"['F10.20', 'F16.183', 'F17.220', 'O26.00', 'O99.330']"
NCT00105521,['G24.01']
NCT00105534,"['A02.29', 'A36.86', 'N64.52']"
NCT00106106,"['A69.22', 'F10.21', 'F10.230', 'R49.0', 'Y99.2', 'Z63.72']"
NCT00106119,"['A07.0', 'D55.1', 'E22.2', 'H26.131', 'Z47.1']"
NCT00106184,"['B58.82', 'D46.0', 'M33.00', 'M33.09', 'M33.29']"
NCT00106249,['F42.9']
NCT00106626,"['C43.10', 'G47.22']"
NCT00106704,['E08.00']
NCT00107042,"['A51.45', 'B08.010']"
NCT00107120,"['F25.1', 'P91.4']"
NCT00107575,"['F10.10', 'F17.220']"
NCT00107614,['C88.0']
NCT00107783,"['A01.04', 'E50.2', 'E70.20']"
NCT00107900,"['D68.62', 'I24.0', 'I27.24', 'Z47.1']"
NCT00107952,['A04.0']
NCT00107978,"['A05.0', 'A41.01', 'B05.0']"
NCT00107991,['L73.2']
NCT00108550,"['A06.1', 'B96.0', 'F45.41', 'L02.212', 'P04.0']"
NCT00108745,"['C22.0', 'C57.00', 'E28.0', 'F20.3', 'K65.1']"
NCT00109005,"['C43.0', 'D82.3', 'G47.24']"
NCT00109590,"['A02.0', 'E08.37', 'O98.311']"
NCT00110084,"['A04.71', 'C43.52']"
NCT00110136,"['A04.71', 'C22.0', 'C43.52']"
NCT00110266,"['C94.6', 'D50.0', 'E87.70']"
NCT00110305,['T37.5']
NCT00110357,"['D46.0', 'D70.1']"
NCT00110396,['A68.0']
NCT00110591,['A02.0']
NCT00110617,"['A18.17', 'D58.0', 'E83.111', 'E87.70']"
NCT00110812,"['A02.0', 'E08.37']"
NCT00110994,"['C43.0', 'D70.1']"
NCT00111475,"['D69.3', 'D69.41']"
NCT00111761,['D70.1']
NCT00111813,['C90.02']
NCT00111917,"['J63.2', 'T56.7']"
NCT00112047,['A02.0']
NCT00112151,"['J45.990', 'Z76.2']"
NCT00112242,"['C43.0', 'T80.52', 'Z29.11']"
NCT00112294,"['C22.0', 'D70.1']"
NCT00112359,"['A21.2', 'A41.52', 'E84.0']"
NCT00112385,"['I77.5', 'M33.00']"
NCT00112463,"['A04.71', 'A18.2', 'C00.0', 'C22.3', 'C46.0', 'C91.50', 'D00.03', 'M67.20']"
NCT00112671,"['A04.71', 'A18.12', 'C22.0', 'D70.1', 'G90.50']"
NCT00112736,"['A04.71', 'C75.3', 'C82.50', 'C84.60', 'C91.50']"
NCT00112827,"['A19.1', 'D46.0']"
NCT00112840,"['A04.71', 'C22.0', 'D70.1']"
NCT00112957,"['C57.00', 'E28.0', 'H18.52', 'K65.1']"
NCT00113087,"['A50.01', 'I50.1']"
NCT00113360,"['C22.0', 'Z65.2']"
NCT00113425,"['K12.31', 'L70.0', 'L70.9', 'N52.37']"
NCT00113490,['O77.1']
NCT00113763,"['D70.1', 'K50.011', 'Z00.6']"
NCT00114140,"['A81.81', 'C82.50', 'C91.50']"
NCT00114517,"['A50.54', 'C75.4', 'E22.2', 'E28.0', 'E28.310', 'G31.84', 'I21.01', 'I31.4', 'I70.1', 'N95.0', 'Y35.001', 'Z47.1']"
NCT00114530,"['C81.10', 'C96.0', 'D59.0', 'G45.4', 'L94.0', 'Z00.6']"
NCT00114634,"['A39.1', 'E78.70', 'E78.72']"
NCT00114738,"['C81.00', 'C83.19', 'F81.81', 'R94.01']"
NCT00114972,['I21.01']
NCT00115297,"['A07.0', 'J45.20']"
NCT00115778,"['A06.5', 'D80.0']"
NCT00115804,"['A50.45', 'M79.7']"
NCT00115869,"['E71.521', 'F17.220', 'O99.330', 'Y35.001']"
NCT00115934,['A50.01']
NCT00116142,"['A02.20', 'A18.14', 'D46.0', 'G47.22']"
NCT00116168,['Z76.2']
NCT00116207,"['A01.09', 'A52.15', 'E08.00', 'F43.0']"
NCT00116428,"['A07.0', 'I47.0', 'I48.0']"
NCT00116584,['J21.0']
NCT00116688,"['D69.3', 'D69.41']"
NCT00116805,"['A51.45', 'E70.321']"
NCT00116857,"['A07.0', 'A50.54', 'H18.621', 'I21.01', 'P91.4']"
NCT00117143,"['D69.3', 'D69.41']"
NCT00117156,"['C81.00', 'H16.041']"
NCT00117325,"['A50.05', 'J30.0']"
NCT00117572,"['A56.4', 'C11.0', 'C31.0', 'C96.0', 'D70.1']"
NCT00117637,"['C22.0', 'D70.1']"
NCT00117676,"['A51.45', 'E70.320']"
NCT00117845,"['B08.21', 'C90.10', 'E70.321']"
NCT00117949,"['A18.14', 'E28.1']"
NCT00117988,"['A04.71', 'C84.60']"
NCT00118040,"['A04.71', 'A18.12']"
NCT00118209,['C81.00']
NCT00118274,['C43.0']
NCT00118352,"['A04.71', 'A06.3', 'A06.7', 'A18.2', 'A68.0', 'A81.81', 'A87.2', 'C81.49', 'C82.00', 'C83.50', 'C84.60', 'C86.1', 'C86.5', 'C88.0', 'C90.00', 'C90.10', 'C93.12', 'C93.32', 'C94.32', 'C94.6', 'D46.0', 'D47.1', 'E29.0', 'E71.520', 'F20.3', 'H16.041', 'H44.601', 'M31.30']"
NCT00118417,"['D80.2', 'F01.50', 'F06.4']"
NCT00118703,"['A50.05', 'J30.0']"
NCT00118846,"['A50.54', 'C75.4', 'D51.1', 'E28.310', 'I70.1', 'N95.0', 'O24.410', 'Y35.001', 'Y80.0']"
NCT00119106,['A02.0']
NCT00119366,"['A04.71', 'A51.31', 'C90.10', 'C93.12', 'C94.6', 'D46.0', 'D46.1', 'H11.411', 'R85.616']"
NCT00119379,"['A02.0', 'A69.22', 'E08.37', 'E88.81']"
NCT00119392,"['A04.71', 'A87.2', 'C82.00', 'C83.50', 'C88.0', 'H16.041', 'M31.30']"
NCT00121173,"['E08.00', 'G54.2', 'N42.31']"
NCT00121251,"['A04.71', 'D70.1']"
NCT00121641,['E08.00']
NCT00121667,['E08.00']
NCT00122278,"['G43.001', 'I16.1']"
NCT00122317,"['D58.0', 'D59.5', 'E87.71']"
NCT00122369,"['C43.52', 'F06.4', 'F45.41', 'O35.7', 'Z73.2']"
NCT00122460,['D70.1']
NCT00122954,"['E63.0', 'P91.4', 'T61.01']"
NCT00123110,['D68.51']
NCT00123123,"['A01.03', 'J95.851']"
NCT00123162,['N94.4']
NCT00123474,['C90.10']
NCT00123734,['I24.0']
NCT00123955,"['I50.1', 'I50.30']"
NCT00124020,['A04.0']
NCT00124514,"['D68.62', 'E28.0', 'E28.310', 'H01.121']"
NCT00124735,['H18.811']
NCT00124917,"['A18.14', 'Q92.61']"
NCT00124943,['I21.01']
NCT00125034,"['C00.0', 'D70.1', 'E70.321', 'I44.0']"
NCT00125268,"['A18.2', 'A52.15', 'E85.81', 'K12.31', 'N53.12']"
NCT00125515,['F11.21']
NCT00125528,"['A06.1', 'F45.41', 'M54.5']"
NCT00125931,"['F06.33', 'F31.0', 'R78.1']"
NCT00126191,"['A81.81', 'C81.00', 'C83.79']"
NCT00126425,"['H25.10', 'H44.131', 'I50.1']"
NCT00126438,"['H25.10', 'H44.131', 'I50.1']"
NCT00126555,"['A04.71', 'C22.0', 'D70.1', 'J70.0']"
NCT00126594,"['A04.71', 'C22.0', 'D70.1']"
NCT00126672,"['A18.11', 'C00.0', 'Q85.1']"
NCT00127192,['E08.00']
NCT00127218,"['A18.17', 'A50.54', 'I25.10', 'I70.1']"
NCT00127608,['B01.0']
NCT00127855,"['A04.0', 'A41.3']"
NCT00128180,"['A39.1', 'B33.4']"
NCT00128193,"['A30.0', 'A31.2']"
NCT00128206,['A15.0']
NCT00128219,"['A40.0', 'A40.3']"
NCT00128401,"['A69.22', 'E71.521', 'F01.50', 'F06.4', 'F40.10', 'G31.84', 'K12.31']"
NCT00128713,"['D50.0', 'D69.41', 'E87.71']"
NCT00129116,"['A04.0', 'A41.3']"
NCT00129129,"['A18.17', 'A39.0', 'A41.3', 'R04.81', 'T80.52', 'Y38.0']"
NCT00129246,"['F10.20', 'F16.183', 'F17.220', 'O26.00', 'O99.330']"
NCT00129259,"['A50.45', 'D59.0', 'E08.00']"
NCT00129285,"['A69.22', 'F14.10']"
NCT00129311,"['F17.220', 'Y36.810']"
NCT00129376,"['C43.52', 'D61.810']"
NCT00129402,"['D64.2', 'E71.521', 'E78.00', 'E78.70', 'O24.410']"
NCT00129545,"['D60.1', 'G46.3', 'H34.00', 'I23.1', 'I48.0', 'P04.1', 'Q86.2']"
NCT00129766,['A15.0']
NCT00130117,"['D55.1', 'E23.3', 'N91.0']"
NCT00130247,['A15.0']
NCT00130286,"['A02.0', 'A50.08', 'A69.29', 'D68.51', 'E08.37', 'E22.2', 'E88.81', 'H04.69']"
NCT00130637,"['A18.17', 'C02.3', 'D61.3']"
NCT00130793,['B00.82']
NCT00131248,['K21.0']
NCT00131352,"['A18.09', 'M16.0']"
NCT00131456,"['E08.37', 'F10.10', 'F12.21', 'P91.4']"
NCT00131508,"['D46.0', 'D56.4']"
NCT00131573,"['A18.13', 'A39.1', 'A50.44', 'D46.0', 'N32.81', 'R35.0']"
NCT00131911,"['A04.71', 'A21.3', 'A39.1', 'C25.3']"
NCT00132314,"['F20.5', 'F25.0']"
NCT00132873,"['G47.411', 'G47.419']"
NCT00133705,"['C57.4', 'D25.0']"
NCT00133809,['E08.00']
NCT00133991,"['C81.00', 'C83.50', 'C90.10', 'L89.40']"
NCT00134017,"['A04.71', 'A19.1', 'A51.31', 'A68.0', 'A87.2', 'C81.00', 'C81.49', 'C82.00', 'C83.50', 'C90.00', 'C90.10', 'C93.12', 'C94.40', 'C94.6', 'D46.0', 'D46.1', 'D47.1', 'E71.520', 'H11.411', 'H16.041', 'K20.0', 'L98.2']"
NCT00134082,"['A04.71', 'C81.00']"
NCT00134381,"['Y99.2', 'Z76.2']"
NCT00134784,"['A18.17', 'R90.0']"
NCT00134901,"['A69.22', 'E08.37', 'F14.21']"
NCT00135668,"['D82.3', 'G97.2', 'I95.3', 'P74.2', 'Y38.0']"
NCT00135694,"['A06.4', 'A18.17', 'A51.45', 'B15.0', 'D61.89', 'T86.00', 'T86.01']"
NCT00135707,['G93.2']
NCT00136084,['C90.10']
NCT00136760,"['F17.220', 'F20.0']"
NCT00136955,"['C22.0', 'C96.0']"
NCT00137046,['E08.00']
NCT00137111,"['C83.50', 'C90.10']"
NCT00137423,['C22.0']
NCT00137449,['A21.3']
NCT00137631,"['A02.0', 'A18.15', 'A56.8', 'C91.50', 'D37.01', 'H40.011', 'Z59.4']"
NCT00138151,"['A04.71', 'G54.2']"
NCT00138203,"['A04.71', 'D70.1']"
NCT00138424,['A36.84']
NCT00139399,"['D50.0', 'I21.01', 'I70.1']"
NCT00140205,"['D50.0', 'R73.01']"
NCT00140231,"['D50.0', 'D84.0', 'O09.291', 'R73.01']"
NCT00140244,"['D68.51', 'E78.2', 'E88.81']"
NCT00141297,"['C81.00', 'C96.0', 'G47.22']"
NCT00141726,"['A15.0', 'C71.7', 'F40.230', 'J21.0']"
NCT00141739,"['C71.7', 'D89.813']"
NCT00141765,"['A04.71', 'A36.1', 'C22.0']"
NCT00141778,"['I31.4', 'I48.0']"
NCT00142116,"['C81.00', 'C88.0']"
NCT00142415,"['C22.0', 'D47.2']"
NCT00142454,['C00.0']
NCT00142506,"['A18.14', 'B38.81', 'C96.0', 'E28.0']"
NCT00142519,"['A18.39', 'F45.41', 'T39.8']"
NCT00142584,"['G93.2', 'T46.1', 'Y38.0']"
NCT00142597,"['F45.41', 'M79.7', 'P04.0']"
NCT00142818,"['A69.22', 'F10.11', 'F14.11', 'Z63.72']"
NCT00142909,"['A69.22', 'F11.21']"
NCT00143247,['E08.00']
NCT00143598,"['A39.1', 'G93.5', 'I24.0', 'M31.1', 'O24.410', 'R68.13']"
NCT00143819,"['A18.4', 'B00.0', 'L20.0', 'L40.4']"
NCT00143845,"['A87.2', 'C81.00', 'C90.02']"
NCT00145249,"['A01.01', 'A02.0']"
NCT00145626,"['A87.2', 'C71.7', 'C90.10', 'C96.0', 'T86.00']"
NCT00146172,['C96.0']
NCT00146640,"['A18.17', 'M05.10', 'M25.60', 'O66.5', 'Z65.2']"
NCT00146757,"['A39.1', 'E76.02']"
NCT00146770,"['A39.1', 'E76.01', 'E76.02']"
NCT00147225,"['D69.41', 'G47.22', 'R85.614']"
NCT00147446,"['F01.50', 'F43.0', 'Z30.8']"
NCT00147498,"['A07.0', 'A18.17', 'D59.0', 'M05.10', 'P59.3', 'T39.95', 'Z00.6']"
NCT00147745,"['E08.00', 'H53.71']"
NCT00148941,"['A36.3', 'A37.00']"
NCT00149630,"['F11.21', 'F14.21', 'F19.10']"
NCT00149643,"['F12.10', 'F12.11', 'F25.1']"
NCT00149734,"['F20.5', 'F44.6', 'R94.112', 'T43.3', 'Z79.810']"
NCT00149747,"['A69.22', 'F10.182', 'J45.990', 'M83.5']"
NCT00149799,"['A69.22', 'C16.2', 'F45.1', 'F45.22']"
NCT00149825,"['F06.0', 'F10.182', 'F25.1', 'G47.09']"
NCT00149838,"['A06.6', 'C74.00', 'H44.601', 'P91.4', 'W29.1']"
NCT00150345,"['A02.29', 'D70.9', 'E08.37', 'N27.0']"
NCT00150618,['F90.0']
NCT00150709,"['G40.001', 'Z68.51']"
NCT00150969,"['D51.0', 'E83.81', 'K08.54', 'M80.00', 'N95.0', 'O24.410']"
NCT00151281,['C81.00']
NCT00151411,"['D72.820', 'E28.2', 'N97.0']"
NCT00151814,['G93.2']
NCT00151996,['F90.0']
NCT00152009,['F90.0']
NCT00152451,"['F44.5', 'G40.001']"
NCT00152503,"['F44.5', 'G40.001']"
NCT00152763,"['F06.4', 'P91.4']"
NCT00152971,"['O88.211', 'Z47.1']"
NCT00153166,"['A18.2', 'D68.51', 'E80.21', 'N52.02']"
NCT00153179,"['D68.51', 'E08.00', 'F60.7', 'O24.414']"
NCT00153543,['G00.1']
NCT00153816,"['C96.0', 'D70.1', 'K51.40']"
NCT00153920,['C90.02']
NCT00153985,"['A18.17', 'D46.0', 'D56.0', 'D56.4', 'D56.9', 'D58.2', 'E87.71', 'T86.00']"
NCT00154063,['G43.001']
NCT00154102,"['D70.1', 'E08.37', 'L51.2']"
NCT00154375,"['A06.6', 'A41.02', 'D70.1', 'E70.20', 'H40.011', 'L51.0']"
NCT00157014,"['A01.02', 'A07.0', 'E08.37', 'T86.01']"
NCT00157209,"['C22.0', 'C96.0']"
NCT00157950,"['B08.21', 'B97.7']"
NCT00158184,"['A69.22', 'F10.10', 'F11.10', 'F19.10', 'R78.1', 'R78.4']"
NCT00158249,['F10.10']
NCT00158379,['E28.0']
NCT00158600,"['A18.17', 'D50.0', 'E74.00', 'E74.02', 'J84.842']"
NCT00158743,"['D51.0', 'D68.312', 'G93.2', 'O15.00']"
NCT00158756,"['A36.3', 'A37.00', 'A51.45']"
NCT00159250,"['G71.0', 'K08.50', 'Q93.3']"
NCT00159822,['B44.7']
NCT00160251,"['A51.45', 'P59.3']"
NCT00160667,"['B02.21', 'B02.22']"
NCT00162032,['A18.17']
NCT00162136,['C81.09']
NCT00162266,['M05.10']
NCT00162981,"['A21.7', 'F44.5', 'G40.001']"
NCT00163020,"['D56.0', 'O30.811', 'O34.211', 'O42.011']"
NCT00165646,"['M15.4', 'P59.3']"
NCT00165672,"['I85.00', 'M15.4', 'P59.3']"
NCT00165776,"['G24.3', 'G54.2']"
NCT00166036,"['E08.00', 'E78.00', 'E88.81']"
NCT00166166,['E78.2']
NCT00166205,"['E66.01', 'O26.00']"
NCT00166439,['C81.00']
NCT00167206,"['D46.0', 'D61.810', 'N30.40', 'T86.00']"
NCT00167219,"['C40.00', 'C93.32', 'T86.00']"
NCT00167245,"['F14.21', 'Z63.72']"
NCT00167310,"['E09.00', 'E63.0', 'F20.5', 'F25.0', 'F31.0', 'F43.21', 'H11.031', 'I21.01', 'P91.4']"
NCT00167388,"['A04.0', 'A18.31', 'D46.0', 'D50.0', 'P61.2']"
NCT00167544,"['A18.17', 'B44.81', 'E28.310', 'F40.230', 'M10.30', 'P07.00', 'R49.0']"
NCT00167674,"['A02.0', 'O28.0', 'O98.311']"
NCT00168038,"['A06.1', 'A18.17', 'D69.1', 'D69.3', 'D69.41', 'T41.1']"
NCT00168103,"['D56.4', 'P59.3', 'Z86.73']"
NCT00168805,"['O88.211', 'Z47.1']"
NCT00168818,"['O88.211', 'Z47.1']"
NCT00168831,['G47.33']
NCT00169442,"['A36.3', 'A37.00', 'A41.3', 'A51.45']"
NCT00170573,['E28.0']
NCT00170625,"['A41.02', 'E28.0']"
NCT00171210,"['D56.0', 'E87.70']"
NCT00171340,"['A52.77', 'C43.52', 'N95.0']"
NCT00171873,"['A18.17', 'D70.1', 'G47.21', 'H11.031', 'Z00.6']"
NCT00172185,['A39.1']
NCT00174291,['A18.82']
NCT00174915,['T50.4']
NCT00174967,"['K12.31', 'T50.4']"
NCT00175825,['G40.001']
NCT00176202,['F31.0']
NCT00176254,"['C22.0', 'C25.0', 'C44.02', 'O61.0']"
NCT00176644,['A18.14']
NCT00176800,['I85.00']
NCT00176826,"['A39.1', 'C96.0', 'D76.1', 'E56.0', 'E70.330', 'E86.0', 'P61.0', 'T86.00', 'Z05.41']"
NCT00176852,"['A18.17', 'A39.1', 'C79.51', 'C81.00', 'D46.0', 'D50.0', 'D56.9', 'D70.0', 'E87.71', 'G47.32', 'T86.00', 'Z00.5']"
NCT00176865,"['A39.1', 'C81.00', 'C96.0', 'D76.1', 'E70.330', 'T86.00', 'Z05.41']"
NCT00176878,"['A39.1', 'A69.22', 'D46.0', 'D70.0', 'E86.0', 'T86.00']"
NCT00176891,"['A39.1', 'D55.1', 'E74.00', 'T86.00', 'Z47.1']"
NCT00176917,"['D55.1', 'E74.00', 'E75.11', 'T86.00']"
NCT00177047,"['C71.7', 'C90.02', 'D61.810', 'I25.710']"
NCT00177255,"['C15.3', 'C16.0', 'D70.1', 'I85.00', 'I86.4']"
NCT00178464,"['A18.17', 'D56.0', 'D56.4', 'D73.5', 'T39.015', 'Z01.82']"
NCT00178503,['F90.0']
NCT00178711,['H26.101']
NCT00178841,"['A06.7', 'A39.1', 'C84.09']"
NCT00179010,"['D50.0', 'D81.3', 'H35.82']"
NCT00179309,"['B08.010', 'C43.52', 'Z29.11']"
NCT00179517,"['E22.2', 'E28.0', 'G40.001']"
NCT00179660,['C81.00']
NCT00179673,['C81.00']
NCT00180479,"['F01.50', 'H34.00', 'I21.01', 'I24.0', 'T83.113']"
NCT00180674,"['A51.45', 'E84.0', 'K74.0', 'Q86.2']"
NCT00180687,"['F45.41', 'K91.86', 'L08.0', 'Z53.31']"
NCT00180713,['G93.2']
NCT00181155,"['D55.1', 'D73.2', 'D81.3']"
NCT00181168,"['A18.81', 'R94.02']"
NCT00181610,"['E27.1', 'E28.310', 'O91.03']"
NCT00181623,"['E27.1', 'O91.03']"
NCT00181961,"['E28.0', 'P91.4']"
NCT00182000,['F42.9']
NCT00182754,"['A00.9', 'D70.1', 'R18.0']"
NCT00182767,"['A04.71', 'C43.52', 'C57.00', 'H18.52', 'O09.291']"
NCT00182793,"['A04.71', 'A18.17', 'A87.2', 'C22.0', 'C43.52', 'C81.00', 'H10.411']"
NCT00183092,"['A08.11', 'A81.09', 'E51.2', 'F01.50']"
NCT00183170,"['A05.0', 'A66.7', 'F10.10', 'F10.11', 'F20.5', 'G62.1', 'I69.013', 'O09.00', 'Z05.0']"
NCT00183196,"['F10.21', 'Z59.4', 'Z63.72']"
NCT00183339,['F84.0']
NCT00183443,"['F06.0', 'F20.5', 'F25.1', 'F31.0']"
NCT00183456,"['A02.0', 'A40.0', 'A56.8', 'F40.10', 'F44.81', 'Y35.001', 'Z55.0']"
NCT00184093,"['C22.0', 'G54.2']"
NCT00185614,"['C90.02', 'D70.1']"
NCT00185640,"['C90.10', 'D70.1']"
NCT00185679,"['A87.2', 'C81.00', 'C90.10', 'C94.6', 'D46.0']"
NCT00185692,"['A18.17', 'C81.00', 'C90.10', 'D70.1', 'R85.614']"
NCT00185731,"['C81.00', 'C90.10']"
NCT00185965,"['C81.00', 'C84.00', 'C84.09']"
