NCT ID,ICD-10 Codes
NCT03861273,"['D51.0', 'D68.311', 'I85.00', 'K12.31', 'P61.0', 'T80.90']"
NCT03861390,['H01.9']
NCT03861481,['G37.0']
NCT03861559,['A50.05']
NCT03861780,['O31.30']
NCT03861871,['D50.0']
NCT03861936,['E71.314']
NCT03862040,['A04.0']
NCT03862807,"['E85.0', 'E85.4']"
NCT03863080,['G70.01']
NCT03863574,['K75.81']
NCT03864042,"['C43.0', 'C81.09', 'G47.22']"
NCT03864406,"['E09.00', 'I24.0', 'I85.00', 'K12.31', 'Z76.2']"
NCT03864614,['F25.1']
NCT03864627,['L20.0']
NCT03865407,"['A07.0', 'E79.0']"
NCT03865446,['M10.30']
NCT03865706,"['A02.1', 'A69.22', 'F40.232', 'G62.81', 'O98.311', 'T36.95']"
NCT03865732,"['D46.0', 'G40.001']"
NCT03865940,['G50.0']
NCT03865953,"['A18.2', 'B02.22', 'E08.610']"
NCT03866200,['A52.77']
NCT03866434,['Z76.2']
NCT03866577,"['D69.3', 'D80.2', 'Z76.2']"
NCT03867383,"['A01.09', 'C57.4', 'D78.01']"
NCT03867734,"['E08.37', 'O98.211']"
NCT03868059,['A18.15']
NCT03868124,"['B73.02', 'H40.059']"
NCT03868839,"['F20.0', 'F20.5']"
NCT03869333,"['A03.0', 'K58.0']"
NCT03869385,"['A02.1', 'I26.01', 'R77.0']"
NCT03869684,"['G23.2', 'H21.311']"
NCT03870334,['A18.17']
NCT03870555,"['K12.31', 'Z76.2']"
NCT03870880,['F20.5']
NCT03871153,['D70.1']
NCT03871491,"['A02.0', 'E71.511', 'O16.1', 'O71.2']"
NCT03871595,['Z76.2']
NCT03871829,['C90.02']
NCT03872388,"['A18.17', 'C22.0', 'C43.52', 'E28.0', 'E70.320', 'T50.7']"
NCT03872453,"['G43.001', 'R11.0']"
NCT03872700,['A06.4']
NCT03873038,"['D61.89', 'H33.041']"
NCT03873116,['D56.4']
NCT03873246,['A18.17']
NCT03873493,"['C90.10', 'C91.30', 'D46.0', 'D70.1']"
NCT03873805,"['A18.14', 'A41.02', 'C22.0']"
NCT03873987,['A04.0']
NCT03874013,['D50.0']
NCT03874234,"['B55.9', 'C18.2', 'G47.21', 'I44.0']"
NCT03874325,"['C43.52', 'T50.7']"
NCT03874715,['E08.00']
NCT03875001,['Z76.2']
NCT03875092,"['D70.1', 'G93.82']"
NCT03875235,"['C96.0', 'G47.22']"
NCT03875313,"['C22.0', 'C81.09', 'D50.0', 'D55.1', 'D70.1', 'E70.320', 'G11.3', 'H40.061', 'P59.3']"
NCT03875482,"['L40.0', 'L40.4']"
NCT03875495,"['C90.02', 'K12.31', 'P61.0', 'Z29.11']"
NCT03875508,"['L40.0', 'L40.4']"
NCT03875729,['E08.00']
NCT03875859,['C22.0']
NCT03877055,['C81.00']
NCT03877224,['D61.89']
NCT03877237,['D61.89']
NCT03877510,"['A18.17', 'F44.4']"
NCT03877926,"['A05.4', 'A22.0', 'A22.9', 'B08.010', 'H16.211']"
NCT03878277,"['A01.09', 'A50.45', 'D59.0', 'E08.00', 'E08.21']"
NCT03878446,['O12.00']
NCT03878979,"['C22.0', 'D70.1']"
NCT03879408,"['F45.41', 'K02.3', 'T39.8']"
NCT03879538,['G90.50']
NCT03879603,"['A02.0', 'A39.81', 'A81.81', 'A83.1', 'A83.2', 'B08.010']"
NCT03879655,['E75.249']
NCT03879772,['A50.05']
NCT03879798,['D70.1']
NCT03880019,['C57.4']
NCT03880058,['E50.6']
NCT03880266,['L74.510']
NCT03881059,['L40.51']
NCT03881163,['A15.0']
NCT03881371,['A18.17']
NCT03881696,"['B44.81', 'C14.0', 'K08.55', 'O24.410', 'Z29.11']"
NCT03881852,"['G47.411', 'G47.419', 'K03.0']"
NCT03882047,['A50.05']
NCT03882177,['A15.0']
NCT03882424,['Z76.2']
NCT03882528,['B50.0']
NCT03882801,['G47.33']
NCT03882970,['E08.00']
NCT03883386,"['A52.77', 'D51.0']"
NCT03883581,"['E28.0', 'G12.21']"
NCT03883607,"['K75.81', 'Z68.51']"
NCT03883828,['B00.1']
NCT03883906,"['A02.29', 'T86.00']"
NCT03884101,['N85.00']
NCT03885011,['H52.4']
NCT03885154,"['G43.001', 'Z68.51']"
NCT03885284,"['C25.0', 'C25.3', 'J70.0']"
NCT03885596,['F45.41']
NCT03885661,['G47.32']
NCT03885934,['G00.1']
NCT03886272,['Z76.2']
NCT03886493,"['A02.20', 'A18.14', 'N52.31']"
NCT03886701,"['A15.0', 'D81.5', 'E09.00', 'P96.2', 'T37.1']"
NCT03886948,['Z76.2']
NCT03887130,['C43.52']
NCT03887221,"['Y38.0', 'Z76.2']"
NCT03887429,"['A69.22', 'F01.50', 'F52.1', 'G31.84', 'H93.25']"
NCT03887442,"['A04.71', 'D70.1', 'P07.20']"
NCT03887533,['E75.249']
NCT03887702,"['A51.45', 'C00.0']"
NCT03888066,"['A06.1', 'E87.5', 'G93.2', 'I50.1', 'P59.3', 'P74.3', 'T69.8']"
NCT03888755,['D56.4']
NCT03889639,['A68.0']
NCT03889756,"['F25.1', 'P91.4']"
NCT03889925,['M16.0']
NCT03890120,['K80.30']
NCT03890289,"['C82.00', 'D46.0']"
NCT03890367,['A39.0']
NCT03890731,"['A04.0', 'D70.1', 'P59.20']"
NCT03891524,['Z47.1']
NCT03891667,"['A06.1', 'A69.29', 'E08.37', 'G93.3', 'R68.13']"
NCT03891758,"['A01.01', 'A36.0', 'A36.3', 'A37.00', 'A80.0']"
NCT03891875,"['G23.2', 'K14.1']"
NCT03891901,['A15.0']
NCT03892616,['Z76.2']
NCT03892642,['A18.12']
NCT03892889,['F20.5']
NCT03892915,['P91.4']
NCT03893448,['G00.1']
NCT03893565,"['A69.0', 'D47.2', 'D82.3']"
NCT03893825,['F20.5']
NCT03894046,"['A04.0', 'A31.2', 'A41.02', 'J95.851', 'R78.81']"
NCT03894449,['E61.1']
NCT03894540,['C81.09']
NCT03894891,['D70.1']
NCT03894969,"['A15.0', 'B00.82', 'G47.33', 'Y38.0']"
NCT03895203,['L40.51']
NCT03895372,['L40.4']
NCT03895801,"['M31.30', 'M31.7', 'Z47.1']"
NCT03895853,"['A19.1', 'I26.01', 'R65.21']"
NCT03895996,['E08.00']
NCT03896009,['G43.001']
NCT03896152,"['D56.4', 'D59.5', 'D59.6', 'D84.1']"
NCT03896295,['A21.7']
NCT03896477,['G00.1']
NCT03896503,"['A04.71', 'A41.02', 'C22.0', 'Z19.1']"
NCT03896516,"['A05.1', 'F10.10', 'O09.70']"
NCT03896581,['L40.51']
NCT03896633,"['B73.02', 'G93.2']"
NCT03897088,['L40.0']
NCT03897205,['T86.11']
NCT03897348,"['E08.37', 'F10.10']"
NCT03897439,['Y36.810']
NCT03898180,"['C22.0', 'G47.22', 'G93.82']"
NCT03899259,['L63.9']
NCT03899467,"['A41.02', 'Z19.1']"
NCT03900715,"['D46.0', 'D46.1']"
NCT03900923,['Z16.12']
NCT03901092,"['A18.17', 'R90.0']"
NCT03901105,['A18.17']
NCT03901144,"['A18.4', 'B00.1', 'L20.0']"
NCT03901313,['Z76.2']
NCT03901339,['C43.52']
NCT03901352,"['E08.610', 'F80.0']"
NCT03901482,['G43.001']
NCT03902080,"['N32.81', 'N40.3', 'T50.7']"
NCT03902574,['Z76.2']
NCT03903640,['C43.0']
NCT03903822,"['B00.1', 'L20.0', 'T49.8']"
NCT03904108,"['C22.0', 'Z29.11']"
NCT03904550,"['M10.30', 'M41.40']"
NCT03904693,"['G93.2', 'K12.31']"
NCT03905096,['Z76.2']
NCT03905135,"['A06.7', 'A18.2', 'A39.1', 'C84.09', 'C84.60', 'D47.2', 'F60.7']"
NCT03905265,['C14.0']
NCT03905330,"['A07.0', 'A18.83', 'C22.0', 'D68.52', 'K71.0', 'Z68.51']"
NCT03905512,['A06.1']
NCT03905642,"['A15.0', 'A21.2', 'E84.0']"
NCT03905655,['A51.45']
NCT03905694,"['E72.53', 'P96.2']"
NCT03905811,['A18.17']
NCT03906071,"['C44.02', 'P59.3']"
NCT03906448,['C82.00']
NCT03907072,['G71.0']
NCT03907280,['Z76.2']
NCT03907397,"['A05.1', 'H93.241', 'K08.55', 'Z29.11']"
NCT03907540,"['D55.1', 'D59.0', 'E74.31', 'E84.0']"
NCT03907657,['A18.17']
NCT03907683,['A50.54']
NCT03907878,"['A83.0', 'H66.001']"
NCT03907969,"['G47.22', 'O28.0', 'Y38.0']"
NCT03908970,['L20.0']
NCT03909295,"['D61.89', 'R40.2320']"
NCT03909529,['E09.00']
NCT03909763,['A41.02']
NCT03909971,"['C22.0', 'E70.321', 'P59.3']"
NCT03910244,"['E87.71', 'I78.0', 'R04.0']"
NCT03910439,"['A19.1', 'D47.2']"
NCT03910673,"['A04.0', 'D68.51', 'G47.21', 'M83.5', 'T41.1', 'Z76.2']"
NCT03911102,"['C04.1', 'L60.4']"
NCT03911401,['L20.0']
NCT03911713,['E84.0']
NCT03911843,"['C90.00', 'E08.00', 'N92.4']"
NCT03911869,"['A06.6', 'C43.0']"
NCT03912220,['A52.15']
NCT03912233,['E84.0']
NCT03912259,['L20.0']
NCT03912805,"['C04.1', 'Q66.0']"
NCT03912818,"['A18.12', 'C22.0']"
NCT03912831,['B97.7']
NCT03913013,"['A69.22', 'F31.0', 'K12.31', 'P91.4']"
NCT03913130,"['A07.0', 'A50.01', 'A66.7', 'A69.22', 'D56.4', 'E08.3521', 'E50.5', 'K12.31', 'R20.0']"
NCT03913221,['E51.2']
NCT03913455,['D70.1']
NCT03913702,['M26.81']
NCT03914417,['L57.0']
NCT03914742,"['A04.71', 'D68.52']"
NCT03915470,"['A02.29', 'A05.0', 'A41.01', 'H26.051', 'O86.0']"
NCT03915496,"['B00.0', 'H10.10', 'L20.0']"
NCT03915860,['L70.0']
NCT03915951,"['A71.0', 'D61.810', 'D68.52', 'D70.1', 'G47.21', 'H40.011', 'P59.3', 'Z29.11']"
NCT03916081,['L20.0']
NCT03916185,['A15.0']
NCT03916510,"['A81.81', 'B30.0', 'G47.21', 'G47.22', 'K50.011', 'R68.13']"
NCT03916744,['C43.52']
NCT03917459,"['D61.89', 'E28.0', 'I50.1', 'I50.20']"
NCT03917472,"['E08.21', 'E08.311', 'G44.051', 'H11.031']"
NCT03917654,"['B50.0', 'D50.0', 'D68.312']"
NCT03918109,['H93.19']
NCT03918239,['Z76.2']
NCT03918447,['E28.2']
NCT03918499,"['A04.71', 'I86.4', 'K12.31', 'Z00.6']"
NCT03918629,"['A04.71', 'B08.010']"
NCT03919448,"['D61.810', 'Y38.0', 'Z76.2']"
NCT03919669,"['A18.17', 'M10.30']"
NCT03919773,['I47.0']
NCT03919799,"['A06.7', 'C81.10']"
NCT03920215,['A18.17']
NCT03920254,"['A18.17', 'A69.0', 'D80.2', 'P59.3', 'Y36.460']"
NCT03920293,['A21.7']
NCT03920865,['G12.0']
NCT03921021,['I86.4']
NCT03921073,"['A06.7', 'A18.4', 'C22.3']"
NCT03921151,['F14.21']
NCT03921411,['L20.0']
NCT03921424,['G00.1']
NCT03921528,"['A50.44', 'A66.7', 'G12.0', 'M41.40']"
NCT03921541,['D50.0']
NCT03921554,['A39.1']
NCT03921723,"['A02.0', 'R94.113', 'W93.11']"
NCT03922308,['D69.3']
NCT03922321,['A18.81']
NCT03922477,['C90.10']
NCT03922711,"['A18.17', 'G24.01']"
NCT03922750,['E08.00']
NCT03923699,"['A01.09', 'H05.331', 'H18.811', 'O24.410', 'W01.111', 'Z28.1']"
NCT03923738,['A52.04']
NCT03923933,"['A06.1', 'E27.1', 'E87.70', 'T50.1']"
NCT03923959,"['D50.0', 'E87.71', 'G89.11', 'H05.331', 'M48.40', 'S22.41', 'Z47.1']"
NCT03924193,"['E66.01', 'F50.81']"
NCT03924427,['L40.4']
NCT03924986,['A36.1']
NCT03925324,"['A36.81', 'G45.0']"
NCT03925532,"['C96.0', 'M80.00']"
NCT03925727,['B05.81']
NCT03926026,['H01.001']
NCT03926117,"['A06.1', 'A07.0', 'A50.54', 'H01.9']"
NCT03926130,['A18.17']
NCT03926143,['C45.9']
NCT03926169,['L73.2']
NCT03926195,"['L40.51', 'M05.10', 'M45.9']"
NCT03926611,"['G44.82', 'H66.001', 'L50.0', 'P59.3']"
NCT03926728,['A71.9']
NCT03927105,['A18.2']
NCT03927209,['Z76.2']
NCT03927222,"['B08.010', 'C96.4', 'Z29.11']"
NCT03927508,['A21.2']
NCT03927690,"['C69.20', 'E08.21', 'E08.311', 'E08.3521', 'G23.2', 'H34.00', 'H53.30']"
NCT03927703,['B08.1']
NCT03927716,['B08.1']
NCT03927781,"['A01.09', 'A06.0', 'A07.0', 'F11.10', 'F45.41', 'H18.811', 'Y80.0']"
NCT03928327,"['K12.31', 'Z76.2']"
NCT03928353,['Z76.2']
NCT03928743,['M45.9']
NCT03928821,['A02.0']
NCT03929029,"['A06.7', 'C43.0']"
NCT03929640,"['F11.10', 'F45.41']"
NCT03929757,['A98.4']
NCT03930186,['L40.0']
NCT03930264,['P96.2']
NCT03930615,['P35.1']
NCT03930641,"['G23.2', 'R94.113', 'Z03.6']"
NCT03930732,['G47.33']
NCT03930745,"['A04.0', 'G47.21', 'H11.031', 'H53.34', 'N49.1']"
NCT03930771,['A04.71']
NCT03931291,['C94.6']
NCT03931408,"['A02.29', 'A17.81', 'A18.12', 'G98.0', 'P11.0']"
NCT03931785,"['A42.1', 'K58.0', 'K58.9']"
NCT03931941,"['A02.29', 'A04.71', 'K08.50', 'K58.0', 'T86.00', 'Z20.810', 'Z92.82']"
NCT03932240,"['E36.01', 'E87.71', 'H05.331', 'I25.700']"
NCT03933397,['A18.17']
NCT03933449,"['C22.0', 'F81.81', 'G93.82', 'I85.00']"
NCT03933618,['A18.15']
NCT03934203,['Z76.2']
NCT03934216,['A69.0']
NCT03934541,['A02.0']
NCT03934710,['Z76.2']
NCT03934736,"['A51.45', 'B08.010', 'I12.0', 'I95.3', 'N18.6', 'O24.419']"
NCT03935217,"['A02.29', 'N64.52', 'N81.5']"
NCT03935594,"['A18.4', 'D69.1', 'L91.0', 'O26.20', 'R40.2410', 'T20.00']"
NCT03936387,"['F45.41', 'H18.811', 'I44.0']"
NCT03936959,['G47.22']
NCT03937141,"['A04.71', 'D70.1']"
NCT03937791,"['B08.21', 'C44.02', 'C96.0', 'H18.52', 'N90.0', 'T50.7']"
NCT03938246,"['A07.0', 'A18.17', 'E63.0', 'K75.81', 'P59.3']"
NCT03938272,['E72.53']
NCT03938337,"['D70.1', 'F60.7', 'Z29.11']"
NCT03938454,"['A18.17', 'D47.2', 'N48.39', 'N53.12', 'O48.1']"
NCT03938545,['A18.81']
NCT03938636,"['M05.10', 'R90.0', 'Z76.2']"
NCT03938857,['B01.9']
NCT03939312,"['G43.001', 'G43.501', 'G44.011']"
NCT03939533,['D50.0']
NCT03939897,"['A04.71', 'C22.0', 'C43.52']"
NCT03940586,['P35.1']
NCT03940703,['D70.1']
NCT03940742,['E27.1']
NCT03941093,['C25.3']
NCT03941288,['K31.84']
NCT03941483,['A18.11']
NCT03941548,['L63.9']
NCT03941769,"['C90.10', 'C94.6', 'D47.1', 'T86.00']"
NCT03941834,['G50.0']
NCT03941860,['C90.02']
NCT03941873,"['C22.0', 'D70.1', 'P59.20']"
NCT03941964,"['C90.10', 'D70.1', 'E08.37', 'Z73.811']"
NCT03942211,"['D86.3', 'G93.2']"
NCT03942406,"['A02.29', 'A04.0', 'A15.0', 'A37.00', 'B08.010', 'R76.0']"
NCT03943095,"['H53.71', 'J39.3']"
NCT03943147,['A51.44']
NCT03943290,"['A18.17', 'G71.0']"
NCT03943446,"['A18.17', 'K12.31']"
NCT03943550,['A69.0']
NCT03943888,"['H18.811', 'M41.40']"
NCT03944057,['D46.0']
NCT03944577,"['C22.8', 'E75.5', 'E78.6', 'T86.00', 'T86.290']"
NCT03944707,['J45.20']
NCT03945019,['A18.17']
NCT03945175,['F90.0']
NCT03945188,['A69.0']
NCT03945292,['D50.0']
NCT03945357,"['A02.29', 'C02.2', 'K42.0']"
NCT03945773,['C22.0']
NCT03945825,"['G47.21', 'Y38.0']"
NCT03945981,"['A02.0', 'R76.11']"
NCT03946670,"['C94.6', 'D46.1', 'G47.21']"
NCT03946748,['D59.5']
NCT03947255,"['A18.2', 'C81.00', 'C84.60', 'F81.81']"
NCT03948178,['G12.21']
NCT03948334,"['B00.0', 'L20.0', 'L29.9']"
NCT03948581,"['K12.31', 'Z76.2']"
NCT03948646,['L74.510']
NCT03948763,"['C22.0', 'C25.3', 'C96.0', 'D70.1', 'P96.2']"
NCT03949517,['A18.14']
NCT03949621,"['K12.31', 'Z76.2']"
NCT03949673,['M16.0']
NCT03950622,['G00.1']
NCT03950674,"['C22.0', 'D70.1', 'G93.82']"
NCT03950739,['G93.2']
NCT03950856,['G00.1']
NCT03951077,"['E22.2', 'E28.2']"
NCT03951753,['E08.00']
NCT03951805,['E08.00']
NCT03952039,"['C94.40', 'D47.1', 'D47.3', 'D75.81', 'H26.051']"
NCT03952130,['E08.00']
NCT03952143,['E08.00']
NCT03952377,"['F45.41', 'M47.20', 'M54.32', 'M54.5']"
NCT03952559,"['B00.0', 'H10.10', 'L20.0']"
NCT03952650,"['B08.010', 'B50.0', 'H53.40']"
NCT03952806,['A19.1']
NCT03953079,"['G23.2', 'H16.401']"
NCT03953820,['G40.001']
NCT03954041,['S00.03']
NCT03954106,['D46.0']
NCT03954158,['L20.0']
NCT03954444,['L71.9']
NCT03954626,"['A07.0', 'G23.2', 'H40.011']"
NCT03954704,['G47.22']
NCT03954743,"['A02.0', 'B08.010', 'G47.24', 'W93.11', 'Z76.2']"
NCT03954834,"['E08.00', 'E16.3', 'F60.7', 'T50.7']"
NCT03955146,['J84.112']
NCT03955471,"['A19.0', 'A41.02', 'C96.0', 'H40.011', 'Y38.0']"
NCT03956056,"['C25.0', 'C25.3']"
NCT03956355,"['C91.50', 'G47.21', 'H11.031', 'L40.0', 'L40.4', 'T49.8', 'Y38.0']"
NCT03956550,"['F45.41', 'M16.0']"
NCT03956862,"['A06.1', 'C30.0']"
NCT03957876,['C94.6']
NCT03958045,"['D69.3', 'D70.1', 'Z19.1']"
NCT03958630,"['C71.2', 'F01.50', 'H11.011']"
NCT03958656,"['A19.1', 'C90.00', 'R97.0', 'Y07.13', 'Z29.11', 'Z79.810']"
NCT03958955,['L93.0']
NCT03959189,"['G47.19', 'G71.0', 'K03.0']"
NCT03959241,"['A06.0', 'C81.00', 'C90.10']"
NCT03959488,"['A15.0', 'O42.011']"
NCT03959527,['O98.211']
NCT03959592,['B73.02']
NCT03960008,"['I27.21', 'J70.0', 'P59.20', 'T86.00']"
NCT03960437,"['A18.17', 'E21.0', 'M61.20', 'N25.0']"
NCT03960541,"['A02.0', 'H01.9', 'O31.30']"
NCT03960554,"['A01.09', 'M80.00', 'M85.80', 'N25.0', 'T86.00']"
NCT03960580,['A06.1']
NCT03960645,['A02.29']
NCT03960658,['H26.101']
NCT03960866,"['B73.02', 'H40.059']"
NCT03960957,['L60.4']
NCT03961009,"['D80.0', 'D80.2']"
NCT03961100,['C81.09']
NCT03961256,"['E08.00', 'T86.00']"
NCT03961295,"['K12.31', 'Z76.2']"
NCT03961308,"['K12.31', 'Z76.2']"
NCT03961360,"['E66.01', 'G93.2', 'O15.00']"
NCT03961529,['L20.0']
NCT03961672,['A87.2']
NCT03962062,['B73.00']
NCT03962101,['D73.2']
NCT03962634,"['K02.3', 'K04.4']"
NCT03962738,['G43.001']
NCT03962855,"['A50.54', 'F01.50']"
NCT03963232,"['G44.011', 'Z29.11']"
NCT03963401,['L40.51']
NCT03963895,"['I24.0', 'I95.3', 'N18.6']"
NCT03964337,['A18.14']
NCT03964415,['Z76.2']
NCT03964493,"['A02.0', 'A18.4', 'Y38.0']"
NCT03965052,"['B73.02', 'D64.2', 'E08.39', 'T38.0']"
NCT03965091,['M79.7']
NCT03965130,"['A67.0', 'D55.1', 'E16.3', 'E88.40', 'Z76.2']"
NCT03965533,"['C81.00', 'Z76.2']"
NCT03965689,"['C22.0', 'D70.1']"
NCT03965962,['Z76.2']
NCT03966053,"['D46.0', 'D60.0']"
NCT03966365,['B73.02']
NCT03967054,['B50.0']
NCT03967847,"['F45.41', 'M75.100']"
NCT03968159,['F25.1']
NCT03968419,"['A50.01', 'C44.02', 'D70.1', 'F63.0', 'H05.331']"
NCT03968848,"['B15.0', 'E27.1', 'M10.30', 'Z76.2']"
NCT03968978,"['J45.20', 'X00.0']"
NCT03969420,"['C90.10', 'D46.0']"
NCT03969719,['K75.81']
NCT03969888,"['D68.52', 'E84.0']"
NCT03970109,['P04.1']
NCT03970200,"['A04.71', 'B05.0']"
NCT03970330,"['A18.17', 'F11.10', 'N80.9', 'Z88.5']"
NCT03970733,"['A69.20', 'B08.010']"
NCT03970824,['Z76.2']
NCT03970837,['M05.10']
NCT03971357,['H18.51']
NCT03971422,['A21.7']
NCT03971474,"['A04.71', 'D70.1']"
NCT03971539,['J45.20']
NCT03971617,['A18.17']
NCT03972137,"['A01.02', 'F17.220', 'Y36.810']"
NCT03972501,"['E28.0', 'H53.141']"
NCT03972709,"['G23.2', 'K14.1']"
NCT03973697,['A04.71']
NCT03973918,"['A15.7', 'C82.00', 'C84.60']"
NCT03974100,['N95.0']
NCT03974178,"['B56.0', 'B56.1', 'G04.1', 'Y93.84']"
NCT03974516,['D61.810']
NCT03974932,"['F45.41', 'H26.131', 'P04.0']"
NCT03975153,['L44.0']
NCT03975647,['E70.321']
NCT03976076,"['D46.0', 'G12.0', 'R94.01']"
NCT03976102,['C82.00']
NCT03976323,"['C22.0', 'G93.82']"
NCT03976362,['C22.0']
NCT03976375,"['D70.1', 'G93.82']"
NCT03976401,['K75.81']
NCT03976648,['C81.10']
NCT03976752,['H16.211']
NCT03977155,"['C81.00', 'K58.0', 'K58.9']"
NCT03977454,['A50.55']
NCT03977584,['A18.17']
NCT03977727,['E08.00']
NCT03978091,"['A04.0', 'Y38.0', 'Z76.2']"
NCT03978403,"['G43.001', 'Y99.2', 'Z76.2']"
NCT03978520,['M32.0']
NCT03978637,"['J21.0', 'P59.3', 'T86.00']"
NCT03979066,"['C25.3', 'K12.31']"
NCT03979209,"['A06.1', 'H40.041', 'H53.34', 'R03.0']"
NCT03979274,['Z76.2']
NCT03979313,"['A15.0', 'O42.011', 'Z76.2']"
NCT03979638,"['D46.0', 'T38.905']"
NCT03979820,['Z76.2']
NCT03980184,['F19.10']
NCT03980483,['M05.10']
NCT03980522,['A39.53']
NCT03980561,"['F12.10', 'F19.10']"
NCT03980730,"['A18.17', 'T50.7']"
NCT03980938,['A18.17']
NCT03981419,['Z47.1']
NCT03981549,"['A07.0', 'C96.4', 'H34.00', 'I25.710', 'K12.31']"
NCT03981614,"['C22.0', 'D70.1']"
NCT03981744,"['M33.00', 'M33.29']"
NCT03981822,"['A07.0', 'A18.15', 'A18.17', 'A56.8', 'A63.0', 'B08.21', 'B97.7']"
NCT03982186,['A51.45']
NCT03982199,['A15.0']
NCT03982368,['H04.129']
NCT03983941,['C02.3']
NCT03983980,"['C91.50', 'G47.21', 'H11.031', 'L40.0', 'L40.4', 'T49.8', 'Y38.0']"
NCT03984188,"['A15.0', 'A69.29', 'G70.00', 'Z77.110']"
NCT03984812,['A02.0']
NCT03984825,"['A02.0', 'E09.00', 'O26.30']"
NCT03984838,"['A02.0', 'A02.29']"
NCT03985293,['E08.00']
NCT03985423,"['C91.50', 'D76.1', 'R76.12', 'R85.614']"
NCT03985878,"['G71.0', 'Y92.530', 'Z68.51']"
NCT03985943,"['B00.1', 'L20.0']"
NCT03986944,"['G43.821', 'N80.9', 'N94.19', 'N94.4']"
NCT03987074,['K75.81']
NCT03987451,['K75.81']
NCT03987620,"['A02.29', 'A56.02', 'N76.0']"
NCT03987854,['E28.2']
NCT03987919,"['E08.00', 'E16.3', 'F60.7', 'T50.7']"
NCT03988023,['M16.0']
NCT03988088,['G43.001']
NCT03988335,['L40.3']
NCT03988374,"['H01.9', 'K02.3']"
NCT03988426,['D50.0']
NCT03988608,"['D46.0', 'D61.01']"
NCT03988621,"['F40.232', 'F43.0', 'I50.1', 'M26.57']"
NCT03988634,"['D61.89', 'Z05.0']"
NCT03988803,['Z76.2']
NCT03988907,['G12.0']
NCT03989102,"['B50.0', 'D69.3', 'D82.3', 'T80.52']"
NCT03989115,"['A07.0', 'A15.0', 'A18.12', 'A21.3', 'C00.0', 'C22.0', 'C25.3', 'C54.1', 'C81.09', 'C96.0', 'D70.1', 'D81.6', 'E28.0', 'G47.22', 'G54.2', 'I85.00', 'J84.83']"
NCT03989232,['E08.00']
NCT03989349,"['B00.1', 'L20.0']"
NCT03989440,"['A06.1', 'A69.29', 'T50.7']"
NCT03990363,['A06.1']
NCT03990571,"['A04.71', 'A81.2', 'C22.0']"
NCT03990649,"['G90.50', 'K12.31']"
NCT03990766,"['A02.29', 'A08.0', 'C72.20', 'E28.0', 'P96.2', 'R43.0', 'T36.0']"
NCT03991013,"['A02.0', 'K12.31']"
NCT03991299,['E08.00']
NCT03991494,['G47.22']
NCT03991988,['A18.17']
NCT03992014,['K71.0']
NCT03992131,"['C22.0', 'C81.09', 'E28.0', 'E70.320']"
NCT03992196,['G25.81']
NCT03992339,['D46.0']
NCT03992456,"['C18.0', 'C22.0', 'D70.1', 'K50.011']"
NCT03992482,"['A18.17', 'D80.2', 'E08.37']"
NCT03992846,"['G43.821', 'N80.9', 'N94.19', 'N94.4']"
NCT03992872,['A92.0']
NCT03993288,['D50.0']
NCT03993379,"['C43.0', 'C81.09', 'D46.0', 'D70.1', 'P59.3']"
NCT03994211,['C81.09']
NCT03995667,"['C22.0', 'D70.1']"
NCT03995680,"['A02.0', 'A56.8', 'B76.0', 'Y38.0']"
NCT03995784,['D68.311']
NCT03996369,['A69.0']
NCT03996473,['C22.0']
NCT03996694,"['A06.1', 'A15.0', 'J96.00']"
NCT03997383,"['A36.81', 'E85.4', 'I42.9', 'P96.2']"
NCT03997448,['D70.1']
NCT03997474,['C43.0']
NCT03997760,['A18.17']
NCT03997851,['L29.9']
NCT03998163,"['A06.1', 'A18.17', 'A21.7', 'A69.29', 'D61.89', 'E28.0', 'H33.041', 'I95.3', 'L29.0', 'L29.9']"
NCT03998436,['E08.21']
NCT03998488,"['A18.17', 'A69.0', 'K56.41']"
NCT03999515,"['A18.14', 'A41.02', 'C22.0']"
NCT03999684,['C22.0']
NCT03999749,['C43.0']
NCT04000009,['F25.1']
NCT04000594,['A18.17']
NCT04001517,['F01.50']
NCT04001803,['A02.0']
NCT04001829,"['A52.15', 'C22.0', 'C43.52', 'D68.52', 'T63.061']"
NCT04002115,"['C71.7', 'C90.00', 'C90.10', 'Y65.0']"
NCT04002310,['G23.2']
NCT04002401,['D46.0']
NCT04003103,['A02.29']
NCT04003142,"['E28.310', 'J30.0']"
NCT04003155,"['E28.310', 'J30.0']"
NCT04003207,"['A39.1', 'E22.2', 'O24.414', 'Q93.3']"
NCT04003389,"['E28.310', 'J30.0']"
NCT04003610,"['C22.0', 'D68.52', 'P59.3', 'Q95.2']"
NCT04003623,"['C81.09', 'D68.52', 'G47.22', 'J84.83', 'P59.3', 'Q90.2']"
NCT04003636,"['C22.0', 'C24.0', 'D70.1', 'G93.82', 'P59.3', 'Z29.11']"
NCT04003896,['C22.0']
NCT04003974,"['A18.09', 'A69.22', 'G71.0', 'H18.50', 'M41.40']"
NCT04003987,['N99.3']
NCT04004208,['E08.311']
NCT04004221,['G47.22']
NCT04004325,"['E66.3', 'K75.81']"
NCT04004429,['M05.10']
NCT04004507,"['F01.50', 'H53.30', 'H53.71']"
NCT04004611,"['A69.0', 'D68.312', 'Z68.51']"
NCT04004988,['Z76.2']
